,ID,Feed,Sentiment,word_count,char_count,avg_char_per_word,stopwords
448,449,الملح احسن علاج لالتهاب الحلق ومفعوله اسرع الادويه,1,8,50,5.0,0
1129,1130,كانت تسوي مقلب انها محترمه بعدين اعترفت انها,0,8,44,4.0,0
433,434,اللهم محول الاحوال حول حالي ان احسن حال,1,8,39,4.0,0
454,455,المومين الي بعضهم كالبناء الزي يشد بعضه البعض,1,8,45,4.0,0
46,47,اذا حالك احسن حالو دوس لايك وقول الله,0,8,37,3.0,0
1654,1655,شكل صوت منين جايبينهم هالكاءنات الغريبه اه بطني,0,8,47,5.0,0
421,422,اللهم تدع ذنبا الا غفرته اللهم اصلح ديني,1,8,40,4.0,0
417,418,اللهم اعتراض علي حكمك ارزقنا انت خير الرازقين,1,8,45,4.0,0
29,30,احمد الله تعالي ان اولادي لايدرسون مدارس الاردن,0,8,47,5.0,0
495,496,انا اردني بقول الشعب بيستاهل غلا اكثر هيك,0,8,41,4.0,0
248,249,الله الله علي اخلاق الصحابه اصحاب رسول الله,1,8,43,4.0,0
404,405,اللهم ثبتنا وثبته علي دينك الحنيف وسنه نبيك,1,8,43,4.0,0
51,52,ارحمونا صرنا نصف السياره نطلع بالباص حرام عليكم,0,8,47,5.0,0
402,403,اللهم ثبتنا بالقول الثابت الحياه الدنيا وفي الاخره,1,8,50,5.0,0
478,479,امين رب انت شاب زي الفل شاء الله,1,8,32,3.0,0
56,57,اسال الله علاه ان يحفظكم يحفظ عباده الصالحون,1,8,44,4.0,0
1161,1162,كلام راءع وفي وقته وربنا قادر علي شء,1,8,36,3.0,0
487,488,ان شاء الله ربنا يعينا علي فعل الطاعات,1,8,38,3.0,0
1046,1047,غبي انتا اشي الصووووت هاد بتشبهو بجورج وسوف,0,8,43,4.0,0
368,369,اللهم اغننا بحلالك حرامك اغننا بفضلك عمن سواك,1,8,45,4.0,0
1662,1663,وماذا التفاءل يوم ربيعي جميل نحقق الامال الطوال,1,8,47,5.0,0
5,6,ابشرك تحسن ولله الحمد باذن الله يرجع قريبا,1,8,42,4.0,0
316,317,اللهم اجعل ايمانا صادقا قلبا خاشعا علما نافعا,1,8,45,4.0,0
135,136,الاسلام نعمه كبيره ربنا تقدر بكنوز الدنيا كلها,1,8,46,4.0,0
306,307,الله ينتقم حمزه منصور واعوانه حسبنا الله فيهم,0,8,45,4.0,0
6,7,ابو الشباب راعي العود ليش ماوزنه البيت غباء,0,8,43,4.0,0
7,8,ابو معيتق قطع اوتار العود وقال السلام عليكم,0,8,43,4.0,0
1610,1611,والله مش عارفه شو بدنا نسوي نشحد مثلا,0,8,37,3.0,0
323,324,اللهم اجعلنا منهم وارزقنا الطاقه ولاراده لزللك ياربي,1,8,52,5.0,0
1213,1214,طبعا التقرب الي الله خير علاج للحالات النفسيه,1,8,45,4.0,0
583,584,بارك الله فيك انا نضال فدعولي بزوجه صالحه,1,8,41,4.0,0
1237,1238,لازم فينا يفكر بشكل ايجابي يبعد عنه السلبيات,1,8,44,4.0,0
1702,1703,رب قويني علي نفسي رب تقبل منا الله,1,8,34,3.0,0
1202,1203,تحزن علي دنا فانيه احزن علي اخره باقيه,1,8,38,3.0,0
12,13,اتقوا الله فينا بكفي رفع اسعار الرواتب بالحضيض,0,8,46,4.0,0
585,586,بارك الله وبارك عليكما وجمع بينكما علي خير,1,8,42,4.0,0
553,554,اه القران لقلت ان انكر الاصوات لهذه الاصوات,0,8,43,4.0,0
1027,1028,جد انتي شاء الله عليكي جزاكي الله خير,1,8,37,3.0,0
427,428,اللهم معنا علي طاعتك ورضاك وقوي عذامءنا,1,7,39,4.0,0
106,107,اقسم بالله ان العرب اكثر الشعوب تخلفا,0,7,37,4.0,0
831,832,الله ان الله يرزق الدوده جوف البحر,1,7,34,4.0,0
396,397,اللهم اهدنا فيمن هديت وعافنا فيمن عافيت,1,7,39,4.0,0
1700,1701,رب خد بيدنا جبرنا جبار السموات والارض,1,7,37,4.0,0
1525,1526,هذول مجانين اكيد بوافق مش هبله انا,0,7,34,4.0,0
1663,1664,احسن قولاممن دعالي وعمل صالحاووقال انني المسلمين,1,7,48,6.0,0
724,725,حقيقي لازم نجمد قلبنا اي حاجه غلط,1,7,33,3.0,0
857,858,سماجه سماجه ووالله البنانيين دمهم ثقيل مره,0,7,42,5.0,0
397,398,اللهم اهدنا لكل عمل يقربنا اللي حبك,1,7,35,4.0,0
296,297,الله يفرح الكل ويجمع المتحابين علي خير,1,7,38,4.0,0
1754,1755,يارب يقوينا جميعا علي طاعته وحسن عبادته,1,7,39,4.0,0
1421,1422,توكل علي الله يعانق قلبه النور الصفاء,1,7,37,4.0,0
1420,1421,شيءا لله عوضه الله نورا وايمانا قلبه,1,7,36,4.0,0
140,141,الاهم نكون صادقين نفسنا لنكون صادقين الاخرين,1,7,44,5.0,0
1547,1548,هيك بدهم الخونه اتباع ايران الاخوان المفسدون,0,7,44,5.0,0
1229,1230,يشكي قله المال لكنه يشكو امانه الرجال,1,7,37,4.0,0
261,262,الله يحرم حدا العاءله الدافيه والذريه الصالحه,1,7,45,5.0,0
129,130,الاردن كثير حلوه النواحي طبيعه معالم اثار,1,7,41,5.0,0
1226,1227,وحده القران انيسي ام الغرام احتاجه مطلقا,1,7,40,4.0,0
413,414,اللهم قو ايماننا لنكون اصحاب عزيمه قرار,1,7,39,4.0,0
1281,1282,كاكا بالبرازيل كنت اعطيط لايك هيك فشر,0,7,37,4.0,0
301,302,الله يلعن الي علمكم التطور متخلفين رجعيين,0,7,41,5.0,0
1131,1132,كباب كباب واخرتها لحم كلاب تكرمون احذروا,0,7,40,4.0,0
434,435,اللي غني عدوله محاوله استخفاف دم البرنامج,0,7,41,5.0,0
1141,1142,كس امكم يالعرب يابهايم يابقايا حضارات الامم,0,7,43,5.0,0
1667,1668,ونعم بالله العلي العظيم ونعم بالله عزوجل,1,7,40,4.0,0
734,735,حلوه وهي ساكته اذا ابتسم كرهت شكلها,0,7,35,4.0,0
35,36,اخر اش مجنون المفرووض اللجنه تمنع المجانين,0,7,42,5.0,0
133,134,الارواح جنود مجنده تعارف اتلف تنافر اختلف,1,7,41,5.0,0
1690,1691,حبيبي هاي للرجال تنانير تفي هيك رجاله,0,7,37,4.0,0
759,760,دعوه المءمن لاخيه بظهر الغيب اسرع البرق,1,7,39,4.0,0
1502,1503,هاي نتيجه انه ينحط انسان موقع مسءوليه,0,7,37,4.0,0
1210,1211,حول قوه الا بالله ليش الحرج هدا,0,7,31,3.0,0
781,782,ربنا يستر واخلاق المتاسلمين ترجعه مره اخري,1,7,42,5.0,0
1254,1255,لعنكم الله جهنم وبءس المصير ايها العازفون,0,7,41,5.0,0
17,18,احذفه لاني بجلس احش فيهم لمين اكفر,0,7,34,4.0,0
10,11,اتصور ظليت اتعلق احسن لانه تعليقاتك مقرفه,0,7,41,5.0,0
1245,1246,لتصل الي القمه تلتفت الي مغريات الطريق,1,7,38,4.0,0
891,892,شو هاد البرنامج معقول عرضوه علي القنوات,0,7,39,4.0,0
363,364,اللهم اعني علي ذكرك شكرك حسن عبادتك,1,7,35,4.0,0
1523,1524,مشكله يغني الحمام ويتصور انه اصبح مطرب,0,7,38,4.0,0
362,363,اللهم اعني علي المعاصي حبا نور وجهك,1,7,35,4.0,0
361,362,اللهم اعنا علي ذكرك وشكرك وحسن عبادتك,1,7,37,4.0,0
886,887,شو الي جنني نزلت ماده اثار الاردن,0,7,33,3.0,0
1450,1451,نادرا بتصير انه الشعب بتطور وبيتعلم الوقت,0,7,41,5.0,0
796,797,ربنا يهدينا يهدي بينا امه محمد الغافلين,1,7,39,4.0,0
1453,1454,ناس عزيزه المعزه فيهم صفات الصالحين العليه,1,7,42,5.0,0
873,874,شعوب تافهه همها الحياه الدنيا فكروا نهايتكم,0,7,43,5.0,0
328,329,اللهم احفظني بحفظك حسبي الله قوه الا,1,7,36,4.0,0
327,328,اللهم احسن خواتيم اعمالنا اجعل اوقاتنا طاعه,1,7,43,5.0,0
1697,1698,رب اللهم اجعلني خير يظنون اغفر يعلمون,1,7,37,4.0,0
1242,1243,لانه النووي ضرره علينا اكتر بكتير فواءده,0,7,40,4.0,0
860,861,سوبر حمار والله السوبر حما سبب تخلفنا,0,7,37,4.0,0
804,805,ربي يكون بالعون ياخي فقد احزنني كلامك,0,7,37,4.0,0
763,764,ده عمله نادره الاخلاق ملهاش علاقه بالدين,1,7,40,4.0,0
391,392,اللهم اني استغفرك الذنوب والمعاصي واتوب اليك,1,7,44,5.0,0
317,318,اللهم اجعلنا داءما مسلمين صادقين افكارنا اعمالنا,1,7,48,6.0,0
1435,1436,يوم شفتك حاطه صورتك غسلت يدي منك,0,7,32,3.0,0
271,272,الله ياريت يبقي اخلاق كده الوقت ده,1,7,34,4.0,0
387,388,اللهم اني اسالك اخلاص النيه كرم الطويه,1,7,38,4.0,0
1744,1745,يارب دعوناك فستجب وحقق ماهو اصلح وافضل,1,7,38,4.0,0
385,386,اللهم انك عفو تحب العفو فاعف عنا,1,7,32,3.0,0
772,773,ربنا اجعلنا الصالحين اهدنا الي الريق المستقيم,1,7,45,5.0,0
1512,1513,عنصريتكم البغيضه وجلافتكم وعنجهيتكم الفارغه بقيه الشعوب,0,7,55,7.0,0
1481,1482,لنجعل حب الله الغايه وربنا يسامح تاءب,1,7,37,4.0,0
1510,1511,سلامي يسبق البرق الطير الحروف معطره بالتحيه,1,7,43,5.0,0
820,821,زاكي اكيد رهف بكفي انه مشتقات الحليب,1,7,36,4.0,0
1266,1267,للهم اعنا علي ادراك المعني العظيم رب,1,7,36,4.0,0
104,105,اقرفني شعر تقول حاط دبر امل وجاي,0,7,32,3.0,0
445,446,المشكله ناس بتسمع حالها بالحمام هيه وبتغني,0,7,42,5.0,0
578,579,ايوه هيك بدنا ياكم شباب بترفعو الراس,1,7,36,4.0,0
988,989,طبعا محدش يقدر الله ناس عايشين مياه,1,7,35,4.0,0
530,531,انت مو انت انت جوعان شوكولاته افرح,1,7,34,4.0,0
1327,1328,شاء الله ونعم التعليم الاردن ابدعوا الشباب,1,7,42,5.0,0
1641,1642,وش هالتحف والله مساكين ماكلين مقلب بقوه,0,7,39,4.0,0
1576,1577,والله انا خايف انو طخوا هاي الصوره,0,7,34,4.0,0
1739,1740,يارب اهدنا وقوي عزيمتا الي تحب وترضي,1,7,36,4.0,0
216,217,العاهات اللي عندهم ياناس روحو موتو اشرف,0,7,39,4.0,0
511,512,انا عرف شيء والله ببكي اكتر بضحك,0,7,32,3.0,0
1232,1233,يوجد كفاءات بالاردن قادره علي اداره مشروع,0,7,41,5.0,0
568,569,اي الله صحيح اهم شي الانسان كرامته,1,7,34,4.0,0
569,570,اي تفاءل هاد زلمه روح تشاءم احسلك,0,7,33,3.0,0
1724,1725,مقلب القلوب والابصار ثبت قلبي علي دينك,1,7,38,4.0,0
199,200,طبعه راءع يمكن ان يتغير يبقه راءع,1,7,33,3.0,0
974,975,صراع متصاعد للهيمنه علي سوق الالمنيوم العالميه,0,7,46,5.0,0
573,574,اين ذهبوا العلماء والمخترعين والمفكرين جرب جرب,0,7,46,5.0,0
177,178,الحمد لله رب العالمين علي عطاه رضا,1,7,34,4.0,0
1628,1629,وجه الفطيره تعيب الناس انظر الي حالك,0,7,36,4.0,0
587,588,بالله فين الاناقه الناس اللي بتغني دي,0,7,37,4.0,0
187,188,الحمدلله علي حال الفرصه قاءمه والقادم اجمل,1,7,42,5.0,0
1597,1598,والله شويه عبط الي بيغنو والحكام كمان,0,7,37,4.0,0
1733,1734,يارب اخرجنا ذل المعصيه الي عز الطاعه,1,7,36,4.0,0
627,628,بعين الله امال كلهن سنه وبمضن وبتهون,0,7,36,4.0,0
1340,1341,يستحون جايين انا منهم اروح اقشر بصل,0,7,35,4.0,0
632,633,بلا بلا وجع راس خليك رايق دايما,1,7,31,3.0,0
1001,1002,عالم فاضيه بيسمو الغناء فن بيشغلو الناس,0,7,39,4.0,0
1042,1043,عيش زي بدك ترد علي حدا ابدا,1,7,27,3.0,0
549,550,انني كومه القلق والرجفه اكثر كوني انسان,0,7,39,4.0,0
1625,1626,وبكل تبلد اعترف باني اقل نساء الارض,0,7,35,4.0,0
1333,1334,عندهم قله احترام للمشتركين وفله ادب المشاهدين,0,7,45,5.0,0
563,564,اهما ودهم يروحون النار النار مارضت فيهم,0,7,39,4.0,0
1041,1042,عيب يغني ده السادات وده ابن مره,0,7,31,3.0,0
1632,1633,وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم,0,7,44,5.0,0
994,995,طول عمر بخاف ان امثالك يصبحوا مطربين,0,7,36,4.0,0
1341,1342,مابتحكي معه هيك انزلع لاعاد اشووفك جلطتني,0,7,41,5.0,0
1332,1333,شاء الله والله انها امر متل الكرتون,0,7,35,4.0,0
1375,1376,مستحيل اثق بذوق حدا بحب يسمع كلثوم,0,7,34,4.0,0
224,225,الغموض لغه يتكلم الا ذاق متاعب الدنيا,0,7,37,4.0,0
213,214,الظاهر اهلها مفقعين وجهها تجي ومغطيه الفلعات,0,7,44,5.0,0
609,610,الله يسامحكم تلقوها بصحتكم ان شاء الله,0,7,38,4.0,0
85,86,اصلن صاحب البرنامج ماخذ شباب الامه مصخره,0,7,40,4.0,0
1401,1402,مفيش اجمل ان الانسان يحافظ علي كرامته,1,7,37,4.0,0
950,951,صباحكم سعاده وعباده مقبوله ان شاء الله,1,7,38,4.0,0
579,580,باذن الله بديت مءخرا بنفسي الحمد لله,1,7,36,4.0,0
462,463,الي ابن بشار الاسد كس اخت ابوك,0,7,30,3.0,0
948,949,صباحكم امل مشرق عطا متجدد شروق الشمس,1,7,36,4.0,0
103,104,اقترح تحويلهم الي طبيب نفسي الي القضاء,0,7,38,4.0,0
460,461,الوفاء اصبح شء نادر يكاد يكون معدوم,1,7,35,4.0,0
706,707,حرام ماتشوفه شلون يصارخ كانه مشجع ملعب,0,7,38,4.0,0
1551,1552,بحب الناس الرايقه الي بتضحك علي طول,1,7,35,4.0,0
465,466,الي يقارن بينه وبين مرسي يبقي متخلف,0,7,35,4.0,0
596,597,بدعي علي طول بان الله يرزقني الخشوع,1,7,35,4.0,0
252,253,الله حيك شيخ ابراهيم بالفعل حكم نشمي,0,7,36,4.0,0
712,713,حسبنا الله الوكيل اناس همهم تجويع الشعب,0,7,39,4.0,0
208,209,الشو اسمو ستار اكاديمي المسخره العالم اكاديمي,0,7,45,5.0,0
1282,1283,للحب راءحه لكانت راءحه القهوه يوم ممطر,1,7,38,4.0,0
450,451,المهم الدعاء السجود حتي تغسل عينيك الدموع,1,7,41,5.0,0
586,587,بالله تسكتوا خلينا بحالنا بدناش مشاكل ايه,0,7,41,5.0,0
698,699,حتي بالستايل مقلده الله ياخذ عمره الغبي,0,7,39,4.0,0
1629,1630,وجه حسن وضحكه تفتح النفس وعيون خلابه,1,7,36,4.0,0
1113,1114,قلولهم سوبر ستار مش مسابقه لبياع الخضار,0,7,39,4.0,0
1105,1106,قصه جميله ودايما انا بحب اسمع البرنامج,1,7,38,4.0,0
1775,1776,يع بتقرف انت وسخ يع شوهاي الوساخه,0,7,33,3.0,0
1100,1101,قريبا ان شاء لله تسمع اخبار تسركم,1,7,33,3.0,0
1101,1102,قصدك اخر توصل اليه العقل البشري تفاهات,0,7,38,4.0,0
242,243,الله اكبر دابتن الا علي الله رزقه,1,7,33,3.0,0
170,171,الحمد لله اصبح علي وجهك المشرق يوم,1,7,34,4.0,0
1720,1721,لطيف الله يلطف فينا يصلحنا ظاهر باطن,1,7,36,4.0,0
1607,1608,والله اشي مزعلني الا انه اسمه محمد,0,7,34,4.0,0
1736,1737,يارب اعيني علي دكرك وشكرك وحسن عبادتك,1,7,37,4.0,0
1763,1764,يجب علي المسلم ان يواسي اخوه الاسلام,1,7,36,4.0,0
1107,1108,قصه راءعه افادك الله العلم لتفيدنا داءما,1,7,40,4.0,0
1721,1722,لله ارحم احبتي شافيهم وعافيهم واعف عنهم,1,7,39,4.0,0
54,55,اسال الله ان يرزقني يدعو ظهر الغيب,1,7,34,4.0,0
83,84,اصلا كتير البنات بدهن يحكن الشباب,0,6,33,4.0,0
1240,1241,لان ديانا كرزون البغله الاردنيه تستحق,0,6,37,5.0,0
1033,1034,عندك حق انت امل جميل مشرق,1,6,25,3.0,0
867,868,شبابنا زي الورده بدهم حدا يدعمهم,1,6,32,4.0,0
84,85,اصلا هدا يمسي مرض الرهاب الاجتماعي,0,6,34,4.0,0
868,869,شبابنا فيهم الخير بدهم حدا يرشدهم,1,6,33,4.0,0
1024,1025,عمدا فيهم نستعمل التدفءه نلبس فروه,0,6,34,4.0,0
1020,1021,علي فكره المعلقين هدول ولاد حرام,0,6,32,4.0,0
119,120,اكيد حياتي حدا بشبهك نتحرت زمان,0,6,31,4.0,0
134,135,الاسف مافي اي حدا بتحمل الانتقاد,0,6,32,4.0,0
1366,1367,مجانين احد يضحك وانتم قدامه وتكمل,0,6,33,4.0,0
1221,1222,نووي صوبه بواري كالعاده نصبه جديده,0,6,34,4.0,0
1448,1449,مين هاي الي بصوره وءدامها كورس,0,6,30,4.0,0
1196,1197,اله الا الله محمد رسول الله,1,6,27,3.0,0
1156,1157,كلام جميل الكرامه افضل ابقي للانسان,1,6,35,5.0,0
1309,1310,احقر الاصدقاء حينما يصبحون غرباء فجاه,0,6,37,5.0,0
1388,1389,مش بني ادم انتي جنس الحيوانات,0,6,29,4.0,0
25,26,احلي اشي الواحد يوكل بدون يطبخ,1,6,30,4.0,0
1083,1084,فلما الحزن فلقد اصبح الحزن صديقي,0,6,32,4.0,0
962,963,صح اخي صدقت الله يعين الجميع,1,6,28,3.0,0
26,27,احلي اشي الحياه الاستقرار زوج صالح,1,6,34,4.0,0
27,28,احلي شيء النهايه الباقيه صح كلامك,1,6,33,4.0,0
1142,1143,كسم البرامج العربيه متخلفه بنت شرموطه,0,6,37,5.0,0
1195,1196,استطيع اللهم ارزقنا العافيه وشكر نعمتك,1,6,38,5.0,0
1276,1277,صارو يبيعو يشترو البلد متل بدهم,0,6,31,4.0,0
48,49,اذا تقل للظلم فسيستمر الي الابد,1,6,31,4.0,0
38,39,ادعي الله ان يقوني علي طاعته,1,6,28,3.0,0
939,940,صباحات العقول اليقظه الهمم الحييه المتوثبه,1,6,42,6.0,0
1415,1416,الي ضاحك عليهم انو اصواتهم حلوه,0,6,31,4.0,0
1411,1412,اجل تم قدوم الف الجيش الامريكي,0,6,30,4.0,0
1125,1126,خطاي الوحيد اعطيت يستحق اكثر حقه,0,6,32,4.0,0
1311,1312,ارحمك ربي بخلقك سبحانك حبيبي الله,1,6,33,4.0,0
1264,1265,للبرنامج التافه الي يسمح لهذا الشي,0,6,34,4.0,0
97,98,اعنكم الله تقبل منكم يسر طريقكم,1,6,31,4.0,0
1169,1170,كلامك يشعرني بالتفاءل يمدني بالقوه الاستمرار,1,6,44,6.0,0
877,878,شكرا دكتور فكلماتك بالغ الاثر نفوسنا,1,6,36,5.0,0
998,999,طيب ليه السخريه دي ماكنا كويسين,0,6,31,4.0,0
1194,1195,احنا نتبع نظام مختلط الراسماليه والاشتراكيه,1,6,43,6.0,0
1761,1762,يجب داءما ان نعتني بالورود تكبر,1,6,31,4.0,0
880,881,شكرا للنجمه الراقيه كنزه اخبار النجوم,1,6,37,5.0,0
1191,1192,صرت كاتب زلمه انت كثير حمار,0,6,27,3.0,0
91,92,اطفال اليوم رجال الغد ومستقبل الامه,1,6,35,5.0,0
1331,1332,شاء الله علي هلتفاءل الي عنده,1,6,29,4.0,0
1057,1058,فالاول يصحح مساري الثاني يزيد اصراري,1,6,36,5.0,0
1317,1318,اضيق العيش فسحه الامل الحمد لله,1,6,31,4.0,0
1075,1076,فعلا برنامج ساقط واللي بيتابعه اسقط,0,6,35,5.0,0
1174,1175,كلمه حب عجبتني جيت اقءلها جرحتني,0,6,32,4.0,0
1379,1380,مش باين منيح ليش عم تكذبو,0,6,25,3.0,0
96,97,اعمل ليومك غدك متفاءلا داءما صاحبي,1,6,34,4.0,0
63,64,استغفر الله مجانين يروحون سوبر ستار,0,6,35,5.0,0
1521,1522,جزاء يتطاول علي رجال الوطن العزيز,1,6,33,4.0,0
1231,1232,يغير الله بقوم حتي يغيروا بانفسهم,1,6,33,4.0,0
755,756,دربي زدني ثقتا فانه لايخيب وثق,1,6,30,4.0,0
1545,1546,عندها صوت قوي للاسف الحين غيرها,0,6,31,4.0,0
1592,1593,والله حرام يعني يدرون انهم مصخره,0,6,32,4.0,0
1550,1551,الي اسماء الاسد كس اخت زوجك,0,6,27,3.0,0
1594,1595,والله رفعتوا راسنا شباب الله يقويكم,1,6,35,5.0,0
165,166,الحل الوحيد حب الله ورسوله وطاعتهم,1,6,34,4.0,0
626,627,بعن الله ابوك انت وعدوله يالسامج,0,6,32,4.0,0
1673,1674,وهذه اكبر المشاكل تءرق الشباب الايام,1,6,36,5.0,0
619,620,التشاءم وعيش يومك بالتفاءل لغد احلي,1,6,35,5.0,0
403,404,اللهم ثبتنا علي قيام الليل رمضان,1,6,32,4.0,0
615,616,بصمات راقيه لاديب الدعوه محمد الغزالي,1,6,37,5.0,0
400,401,اللهم تب علينا انك التواب الرحيم,1,6,32,4.0,0
399,400,اللهم باركي واهدي مسلم لطريق النور,1,6,34,4.0,0
485,486,ان الله الرزاق دو القوه المتين,1,6,30,4.0,0
1722,1723,مصلح القلوب اصلح احوالنا مسهل رب,1,6,32,4.0,0
707,708,حرام والله حزنت شو هالموقف الشنع,0,6,32,4.0,0
747,748,خلتني اضحك رغم اني مكتءبه جدا,1,6,29,4.0,0
1714,1715,طيبه الخير جينا طيبه بالروح افتدينا,1,6,35,5.0,0
1533,1534,كلها صالحه للاستعمال اول استخدام تنفجر,0,6,38,5.0,0
201,202,الراءع سيظل راءعا حتي نهايه العمر,1,6,33,4.0,0
388,389,اللهم اني اسالك خشيه السر والعلن,1,6,32,4.0,0
601,602,برك الله فيك وجعلها مزان حسناتيك,1,6,32,4.0,0
488,489,ان شاء الله هنكمل مشوار النجاح,1,6,30,4.0,0
381,382,اللهم انزع قلبي حب شيء تحبه,1,6,27,3.0,0
1653,1654,خير امر كرهت ان يطلع الناس,0,6,26,3.0,0
380,381,اللهم انر قلوب المسلمين ايقظهم غفلتهم,1,6,37,5.0,0
379,380,اللهم انا نعوذ غضبك نساللك رضاك,1,6,31,4.0,0
240,241,الله اكبر شو هيدا اكل الرجال,0,6,28,3.0,0
412,413,اللهم قني عذاب النار ادخلني جناتك,1,6,33,4.0,0
704,705,حرام تحمل اسم عظيم زي هيك,0,6,25,3.0,0
594,595,بجد ربنا يبارك كلماتك بتوصل والله,1,6,33,4.0,0
1568,1569,والشرهه علي الاغبياء اللي معطينك لايك,0,6,37,5.0,0
457,458,النيه دايما بتكون موجوده وربنا المعين,1,6,37,5.0,0
668,669,تكالبت الكلاب ولم تسمح بالبروز البرنامج,0,6,39,5.0,0
251,252,الله ايه الجمال ده سبحانك ربي,1,6,29,4.0,0
1659,1660,ان المفاعل النووي مضر بالبيءه فهمني,0,6,35,5.0,0
452,453,المواساه والمحبه بكل الامور رمز الاخوه,1,6,38,5.0,0
470,471,اما الغبي اللي يقلد جورج وسوف,0,6,29,4.0,0
669,670,تليفيزيون المستقبل سيء للغايه ادري ليش,0,6,38,5.0,0
1578,1579,والله انك زليه شيخ اكيد مدفوعله,0,6,31,4.0,0
1718,1719,غبي كوادر الاخوان المسلمين بقعه هالارض,0,6,38,5.0,0
440,441,المراه كلها عوره حتي صوتها عوره,0,6,31,4.0,0
438,439,المال الاسود جريمه بحق الوطن والمستقبل,0,6,38,5.0,0
436,437,اللي لفت انتباهي الدبه اللي جنبها,0,6,33,4.0,0
174,175,الحمد لله بنعمته تتم الصالحات منقطع,1,6,35,5.0,0
702,703,حثاله علي حثاله والحثاله انظف منهم,0,6,34,4.0,0
1717,1718,عني علي ذكرك شكرك حسن عبادتك,1,6,28,3.0,0
189,190,الحمدلله وربنا يجعلنا المداومين عليها والخاشعين,1,6,47,7.0,0
173,174,الحمد لله يحمد علي مكره سواه,1,6,28,3.0,0
429,430,اللهم نقي نفوسنا اجعلنا المخلصين جهرا,1,6,37,5.0,0
642,643,تاثير الغرب مبين علي العرب المجانين,0,6,35,5.0,0
263,264,الله يرفعه مكانه اللي برفع الاسعار,0,6,34,4.0,0
423,424,اللهم شماته ليش ياربي يحرجوا انفسهم,0,6,35,5.0,0
1648,1649,وقعنا وقعنا يللي بدهم يعملوه بيعملوه,0,6,36,5.0,0
190,191,الحياه مستمره سواء ضحكت ام بكيت,0,6,31,4.0,0
266,267,الله يعطي العافيه الصحه للاخوان المفلسين,0,6,40,5.0,0
1555,1556,نرجو دوام الخير المحبه الله الناس,1,6,33,4.0,0
267,268,الله يوفقكم محد يخاف علي البرد,1,6,30,4.0,0
1516,1517,الحب الاصيل الوفي بكل معني الوفاء,1,6,33,4.0,0
653,654,تدرون جماعه الخير انها بتتعدب والله,0,6,35,5.0,0
209,210,الصادق ينتظر الفرج يياس روح الله,1,6,32,4.0,0
793,794,ربنا يكرمك علي سعيك وحبك للمساعده,1,6,33,4.0,0
1695,1696,رب استجب دعاءنا وانصر اهلنا سوريا,1,6,33,4.0,0
797,798,ربنا يهديني ويجعلني الخاشعين والمسلمين اجمعين,1,6,45,6.0,0
276,277,الله يثبت قلبك علي ديننا الاسلام,1,6,32,4.0,0
228,229,الفاشل يياس ويقف اول حاله رسوب,0,6,30,4.0,0
803,804,ربي اشرح صدري احلل عقده لساني,1,6,29,4.0,0
330,331,اللهم اذقنا حبا راءعا حلالا طاهر,1,6,32,4.0,0
324,325,اللهم اجعلني خيرا يظنون اغفر يعلمون,1,6,35,5.0,0
1486,1487,نفسي يوم اكل وانا مش مستعجله,0,6,28,3.0,0
813,814,ركز الاجابه وقول يارب وخد قرار,1,6,30,4.0,0
1485,1486,نفسي افهم وين جاي ابن الكلب,0,6,27,3.0,0
1482,1483,مصر عايزه راجل مش وسخ بيقرف,0,6,27,3.0,0
1732,1733,يارب احمينا شرور انفسنا وسيءات اعمالنا,1,6,38,5.0,0
825,826,ساترك حبك كرها فيك لكثره الشركاء,1,6,32,4.0,0
534,535,انت دكتور خير اخ ربنا يزور,1,6,26,3.0,0
1745,1746,يارب ساعدني وقويني وساعدني اخد حبيبي,1,6,36,5.0,0
1746,1747,يارب طهر قلوبنا يارب اهدينا للصواب,1,6,34,4.0,0
308,309,الله يهدي التاءهين والضالين الي طريقه,1,6,37,5.0,0
307,308,الله ينتقم منهم اجمعين اللي بالي,0,6,32,4.0,0
290,291,الله يستر علي بنات المسلمين جميعا,1,6,33,4.0,0
550,551,انه دين يسر وليس بدين عسر,1,6,25,3.0,0
1703,1704,رب نستغفرك ونتوب اليك رب سواك,1,6,29,4.0,0
225,226,الف الف مبروك يستاهل والله يوفقكم,1,6,33,4.0,0
297,298,الله يفضح امكم فضحتونا شو هالسخافه,0,6,34,4.0,0
339,340,اللهم ارزقنا رزقا حلالا تغننا حرامك,1,6,35,5.0,0
333,334,اللهم ارزقنا السلامه العافيه ديننا دنيانا,1,6,41,6.0,0
584,585,بارك الله فيك نتمني المزيد النصاءح,1,6,34,4.0,0
1619,1620,وانا 100 شكلها هاي مو مدرسه,0,6,27,3.0,0
497,498,انا اقدر الاخلاص الوفاء بشكل كبير,1,6,33,4.0,0
1617,1618,والنعم والاخلاق والنعم والصداقه والنعم الاخوه,1,6,45,6.0,0
509,510,انا شوفت وقاحه وقاحه الاخوان شوفت,0,6,33,4.0,0
367,368,اللهم اغفر يعلمون اجعلني خيرا يظنون,1,6,35,5.0,0
784,785,ربنا يصلح احوالنا رب ظاهرا باطن,1,6,31,4.0,0
1505,1506,اللي فالحين العرب فقط الهبل التخلف,0,6,34,4.0,0
